"選區(95-100年)","議員","年","建議筆數","建議金額(單位：千元)","顧別人建議金額(千元)","顧別人人均建議金額(千元)","族群別","性別","政黨","族群","委員會召集人","委員會副召集人","召集人","委員會召集人類別","縣長、議員與鄉鎮市首長選舉年","勝選幅度DQ","選區規模","選區類型","人口數","政治獻金金額 (單位：千元)","資深程度","自由財源","自由財源比","代表性 （單位：千）","所屬選區鄉鎮市","利益座落地點（鄉鎮市）"
"臺東縣第六選區","王清堅",99,8,1320.51,15,14.18,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","海端鄉"
"臺東縣第六選區","王清堅",99,8,1320.51,100,94.53,"阿美族",1,1,1,1,0,1,1,0,0.8916715201,3,4,18727,275.06775,3,55.10461026,0.5510461026,0.06,"台東市","蘭嶼鄉"
"臺東縣第一選區","田石雄",99,22,2077.66,98,92.63,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,90,85.07,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","長濱鄉"
"臺東縣第一選區","田石雄",99,22,2077.66,50,47.26,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","卑南鄉"
"臺東縣第一選區","田石雄",99,22,2077.66,98,92.63,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","關山鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,167,157.86,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,99,93.58,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","關山鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,98,92.63,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,95,89.8,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","田石雄",99,22,2077.66,99,93.58,"漢族",1,1,0,1,0,1,6,0,0.8349770182,10,2,116401,397.005,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第十三選區","朱連濟",99,6,1175.89,100,94.53,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",99,6,1175.89,78,73.73,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",99,6,1175.89,300,283.58,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","太麻里鄉"
"臺東縣第十三選區","朱連濟",99,6,1175.89,99,93.58,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","鹿野鄉"
"臺東縣第十三選區","朱連濟",99,6,1175.89,52,49.15,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",99,6,1175.89,300,283.58,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","長濱鄉"
"臺東縣第十三選區","朱連濟",99,6,1175.89,100,94.53,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","太麻里鄉"
"臺東縣第十三選區","朱連濟",99,6,1175.89,98,92.63,"排灣族",0,1,2,0,0,0,0,0,1.005157056,1,5,3948,84.146155,3,5.183186105,0.05183186105,0.01,"達仁鄉、大武鄉","臺東市"
"臺東縣第七選區","江堅壽",99,13,2468.05,87,82.24,"卑南族",1,1,1,0,0,0,0,0,1.691294571,2,4,14640,563.350095,2,9.490355336,0.09490355336,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","江堅壽",99,13,2468.05,50,47.26,"卑南族",1,1,1,0,0,0,0,0,1.691294571,2,4,14640,563.350095,2,9.490355336,0.09490355336,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","江堅壽",99,13,2468.05,496,468.84,"卑南族",1,1,1,0,0,0,0,0,1.691294571,2,4,14640,563.350095,2,9.490355336,0.09490355336,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第七選區","江堅壽",99,13,2468.05,310,293.03,"卑南族",1,1,1,0,0,0,0,0,1.691294571,2,4,14640,563.350095,2,9.490355336,0.09490355336,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","延平鄉"
"臺東縣第十一選區","余忠義",99,21,3219.52,87,82.24,"布農族",1,1,2,0,0,0,0,0,1.086597938,1,5,4654,0,2,11.06445394,0.1106445394,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","臺東市"
"臺東縣第十一選區","余忠義",99,21,3219.52,98,92.63,"布農族",1,1,2,0,0,0,0,0,1.086597938,1,5,4654,0,2,11.06445394,0.1106445394,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","臺東市"
"臺東縣第十一選區","余忠義",99,21,3219.52,90,85.07,"布農族",1,1,2,0,0,0,0,0,1.086597938,1,5,4654,0,2,11.06445394,0.1106445394,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","鹿野鄉"
"臺東縣第十一選區","余忠義",99,21,3219.52,99,93.58,"布農族",1,1,2,0,0,0,0,0,1.086597938,1,5,4654,0,2,11.06445394,0.1106445394,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","東河鄉"
"臺東縣第一選區","吳景槐",99,8,725.01,95,89.8,"漢族",1,1,0,0,0,0,0,0,0.708331474,10,2,116401,0,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","卑南鄉"
"臺東縣第一選區","吳景槐",99,8,725.01,98,92.63,"漢族",1,1,0,0,0,0,0,0,0.708331474,10,2,116401,0,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","東河鄉"
"臺東縣第一選區","吳景槐",99,8,725.01,98,92.63,"漢族",1,1,0,0,0,0,0,0,0.708331474,10,2,116401,0,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","吳景槐",99,8,725.01,98,92.63,"漢族",1,1,0,0,0,0,0,0,0.708331474,10,2,116401,0,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","臺東市、太麻里鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,100,94.53,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,209,197.56,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,80,75.62,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,95,89.8,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,98,92.63,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市、綠島鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,300,283.58,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,496,468.84,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,55,51.99,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","太麻里鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,97,91.69,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","大武鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,99,93.58,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","大武鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,83,78.46,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","卑南鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,100,94.53,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","延平鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,100,94.53,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","東河鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,98,92.63,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","關山鎮"
"臺東縣第十二選區","宋賢一",99,6,592.67,98,92.63,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","大武鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,40,37.81,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",99,6,592.67,99,93.58,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","關山鎮"
"臺東縣第十二選區","宋賢一",99,6,592.67,99,93.58,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","大武鄉"
"臺東縣第十二選區","宋賢一",99,6,592.67,99,93.58,"排灣族",1,1,2,0,0,0,0,0,1.997206704,1,5,3607,0,2,10.33371089,0.1033371089,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第四選區","李振源",99,23,2049.3,90,85.07,"漢族",1,0,0,1,0,1,0,0,0.6512557078,2,2,31382,330.8375,4,11.06445394,0.1106445394,0.01,"鹿野鄉、關山鎮、海端鄉、池上鄉","東河鄉"
"臺東縣第四選區","李振源",99,23,2049.3,150,141.79,"漢族",1,0,0,1,0,1,0,0,0.6512557078,2,2,31382,330.8375,4,11.06445394,0.1106445394,0.01,"鹿野鄉、關山鎮、海端鄉、池上鄉","臺東市"
"臺東縣第五選區","李錦慧",99,6,508.54,81,76.57,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","綠島鄉"
"臺東縣第五選區","李錦慧",99,6,508.54,100,94.53,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","臺東市"
"臺東縣第五選區","李錦慧",99,6,508.54,167,157.86,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","成功鎮"
"臺東縣第五選區","李錦慧",99,6,508.54,100,94.53,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","東河鄉"
"臺東縣第五選區","李錦慧",99,6,508.54,100,94.53,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","成功鎮"
"臺東縣第五選區","李錦慧",99,6,508.54,57,53.88,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","池上鄉"
"臺東縣第五選區","李錦慧",99,6,508.54,60,56.72,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","臺東市"
"臺東縣第五選區","李錦慧",99,6,508.54,98,92.63,"漢族",1,1,0,0,0,0,0,0,1.013891213,1,1,26097,1704.28575,4,7.758448495,0.07758448495,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","關山鎮"
"臺東縣第一選區","林參天",99,15,934.85,39,36.86,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","N/A"
"臺東縣第一選區","林參天",99,15,934.85,95,89.8,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,41,38.76,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,43,40.65,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,37,34.97,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,97,91.69,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","長濱鄉"
"臺東縣第一選區","林參天",99,15,934.85,40,37.81,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","長濱鄉"
"臺東縣第一選區","林參天",99,15,934.85,90,85.07,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","東河鄉"
"臺東縣第一選區","林參天",99,15,934.85,95,89.8,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","太麻里鄉"
"臺東縣第一選區","林參天",99,15,934.85,20,18.91,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,49,46.32,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第一選區","林參天",99,15,934.85,54,51.04,"漢族",1,3,0,0,1,1,4,0,1.013655228,10,2,116401,166.364,0,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","成功鎮"
"臺東縣第六選區","林琮翰",99,13,2234.57,100,94.53,"排灣族",1,1,1,0,0,0,0,0,1.258008154,3,4,18727,0,0,55.10461026,0.5510461026,0.06,"台東市","成功鎮"
"臺東縣第六選區","林琮翰",99,13,2234.57,200,189.05,"排灣族",1,1,1,0,0,0,0,0,1.258008154,3,4,18727,0,0,55.10461026,0.5510461026,0.06,"台東市","太麻里鄉"
"臺東縣第六選區","林琮翰",99,13,2234.57,100,94.53,"排灣族",1,1,1,0,0,0,0,0,1.258008154,3,4,18727,0,0,55.10461026,0.5510461026,0.06,"台東市","太麻里鄉"
"臺東縣第六選區","林琮翰",99,13,2234.57,50,47.26,"排灣族",1,1,1,0,0,0,0,0,1.258008154,3,4,18727,0,0,55.10461026,0.5510461026,0.06,"台東市","太麻里鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,88,83.18,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","鹿野鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,98,92.63,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第十選區","胡秋金",99,5,1272.31,496,468.84,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第十選區","胡秋金",99,5,1272.31,60,56.72,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第十選區","胡秋金",99,5,1272.31,49,46.32,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第十選區","胡秋金",99,5,1272.31,163,154.08,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第十選區","胡秋金",99,5,1272.31,50,47.26,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","池上鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,48,45.37,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","池上鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,20,18.91,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","海瑞鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,46,43.48,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","海瑞鄉"
"臺東縣第十選區","胡秋金",99,5,1272.31,50,47.26,"布農族",1,1,2,0,0,0,0,0,1.095017976,1,5,3974,43.4815,1,15.35206693,0.1535206693,0.02,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,100,94.53,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","鹿野鄉"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,82,77.51,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","卑南鄉"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,100,94.53,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","成功鎮"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,100,94.53,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","東河鄉"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,100,94.53,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","成功鎮"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,99,93.58,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","海瑞鄉"
"臺東縣第十四選區","夏曼‧瑪德能",99,9,2254.42,100,94.53,"L",1,1,2,0,0,0,0,0,1.085989176,1,5,5587,11.343,0,30.7238426,0.307238426,0.03,"蘭嶼鄉、台東市、綠島鄉","鹿野鄉"
"臺東縣第一選區","張國洲",99,33,2417,44,41.59,"漢族",1,1,0,1,0,1,5,0,1.194787808,10,2,116401,236.3125,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","台東市"
"臺東縣第一選區","張國洲",99,33,2417,90,85.07,"漢族",1,1,0,1,0,1,5,0,1.194787808,10,2,116401,236.3125,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","關山鎮"
"臺東縣第一選區","張國洲",99,33,2417,50,47.26,"漢族",1,1,0,1,0,1,5,0,1.194787808,10,2,116401,236.3125,2,22.91192487,0.2291192487,0.02,"台東市、蘭嶼鄉、綠島","東河鄉"
"臺東縣第二選區","張清忠",99,3,377.15,50,47.26,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","太麻里鄉"
"臺東縣第二選區","張清忠",99,3,377.15,80,75.62,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","臺東市"
"臺東縣第二選區","張清忠",99,3,377.15,130,122.88,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","臺東市"
"臺東縣第二選區","張清忠",99,3,377.15,300,283.58,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","關山鎮"
"臺東縣第二選區","張清忠",99,3,377.15,80,75.62,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","臺東市"
"臺東縣第二選區","張清忠",99,3,377.15,80,75.62,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","臺東市"
"臺東縣第二選區","張清忠",99,3,377.15,36,34.03,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","太麻里鄉"
"臺東縣第二選區","張清忠",99,3,377.15,13,12.29,"漢族",1,1,0,0,1,1,3,0,1.414979757,2,2,21615,404.567,0,14.57424705,0.1457424705,0.01,"台東市、蘭嶼鄉、綠島","太麻里鄉"
"臺東縣第三選區","許進榮",99,25,1951,150,141.79,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第三選區","許進榮",99,25,1951,98,92.63,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第三選區","許進榮",99,25,1951,95,89.8,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,80,75.62,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,80,75.62,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","成功鎮"
"臺東縣第三選區","許進榮",99,25,1951,90,85.07,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,90,85.07,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,95,89.8,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第三選區","許進榮",99,25,1951,98,92.63,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,95,89.8,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第三選區","許進榮",99,25,1951,80,75.62,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,150,141.79,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第三選區","許進榮",99,25,1951,350,330.84,"漢族",1,0,0,0,0,0,0,0,1.183887468,2,2,32795,0,1,15.87061352,0.1587061352,0.02,"東河鄉、成功鎮、長濱鄉","關山鎮"
